name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
BÌNH PHÚ,2025-09-02,30.2,24.4,27.1,34.6,24.4,28.9,23.1,79.3,6.6,80.6,25,rain,0,0,44.6,23,237.2,1007.1,86.2,20.7,225.3,19.5,8,30,2025-09-02T05:43:47,2025-09-02T18:02:35,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-03,31,25.2,27.2,36.3,25.2,29.2,23.4,80,8.7,67.7,20.83,rain,0,0,39.6,20.5,241.4,1007.8,95,20.4,204.8,18,8,30,2025-09-03T05:43:45,2025-09-03T18:01:59,0.35,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-04,31.6,25.4,27.3,36.2,25.4,29.1,23.5,80.3,10,58.1,25,rain,0,0,39.4,22.7,251.2,1007.6,98.7,19.1,190.9,16.5,8,30,2025-09-04T05:43:43,2025-09-04T18:01:22,0.39,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-05,31.2,25.1,27.3,35.6,25.1,29.3,23.3,79.1,10.7,77.4,29.17,rain,0,0,41.8,23.4,261.2,1006,100,21.2,189.8,16.5,7,30,2025-09-05T05:43:40,2025-09-05T18:00:45,0.42,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-06,31.7,25.1,28,35.1,25.1,29.8,22,70.5,0.2,64.5,8.33,rain,0,0,43.2,19.4,268.6,1005.1,99.5,24.1,173.1,15,6,10,2025-09-06T05:43:37,2025-09-06T18:00:07,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
BÌNH PHÚ,2025-09-07,30.8,25.2,27.5,35.2,25.2,29.4,23,77.2,8.4,80.6,25,rain,0,0,36.7,21.6,255.1,1005.5,99.9,19.2,152.1,13.4,5,30,2025-09-07T05:43:34,2025-09-07T17:59:29,0.48,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-08,29.4,25.1,26.8,33.6,25.1,28.3,23.2,81.2,9.1,71,25,rain,0,0,46.1,25.2,256.1,1006,100,21.5,191.3,16.5,6,30,2025-09-08T05:43:31,2025-09-08T17:58:51,0.5,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-09,28.3,24.9,26.4,32,24.9,27.6,23.3,83.6,9.8,77.4,33.33,rain,0,0,42.8,21.2,256.4,1005.5,98.1,17.8,102.4,8.7,3,30,2025-09-09T05:43:28,2025-09-09T17:58:13,0.55,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-10,29.2,24.8,26.6,34.1,24.8,28.2,23.5,83.5,7.4,67.7,25,rain,0,0,47.5,27,258.2,1003.4,99.8,19.9,158.8,13.9,5,30,2025-09-10T05:43:24,2025-09-10T17:57:35,0.59,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
BÌNH PHÚ,2025-09-11,32,24.3,27.3,0,0,38.6,24.3,85,1,0,0,,,,50,21.6,232.3,1008.6,66.7,9.8,,,,,2025-09-11T05:43:21,2025-09-11T17:56:56,0.62,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-12,31.8,24.3,27.2,0,0,38.4,24.4,85.9,3.2,0,0,,,,61.2,22.7,239.9,1008.7,69.4,10,,,,,2025-09-12T05:43:17,2025-09-12T17:56:18,0.66,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-13,31.8,24.4,27.3,0,0,38.6,24.4,85.3,0.9,0,0,,,,34.6,22,224.2,1008.7,69.1,9.9,,,,,2025-09-13T05:43:13,2025-09-13T17:55:39,0.69,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-14,31.8,24.2,27.1,0,0,38.6,24.4,86.3,7.4,0,0,,,,47.2,21.6,231.4,1008.6,70.1,9.7,,,,,2025-09-14T05:43:10,2025-09-14T17:55:00,0.75,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-15,31.9,24.5,27.4,0,0,38.4,24.4,85.1,10.5,0,0,,,,50,22.3,235.2,1008.3,70.7,9.9,,,,,2025-09-15T05:43:06,2025-09-15T17:54:21,0.76,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-16,31.4,24.6,27.3,0,0,38.1,24.5,86,4.2,0,0,,,,,21.2,229.3,1008.3,70.4,10,,,,,2025-09-16T05:43:02,2025-09-16T17:53:42,0.8,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-17,31.9,24.3,27.5,0,0,38.6,24.5,84.8,3.3,0,0,,,,,21.6,233.7,1008.6,71.6,10.1,,,,,2025-09-17T05:42:58,2025-09-17T17:53:03,0.84,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-18,31.8,24.3,27.3,0,0,38.5,24.5,85.7,4.2,0,0,,,,48.2,22,212.1,1008.9,69.6,9.9,,,,,2025-09-18T05:42:55,2025-09-18T17:52:24,0.87,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-19,32.1,24.2,27.2,0,0,38.7,24.2,84.9,4.6,0,0,,,,42.8,19.8,225.2,1009.1,68.7,13.1,,,,,2025-09-19T05:42:51,2025-09-19T17:51:44,0.91,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-20,32,24.3,27.2,0,0,38.8,24.5,86.3,5.2,0,0,,,,47.5,20.9,230.6,1009.3,72.2,9.8,,,,,2025-09-20T05:42:47,2025-09-20T17:51:05,0.94,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-21,31.5,24.2,27,0,0,38,24.5,87.3,7.8,0,0,,,,,19.1,214.8,1009.3,72.9,9.6,,,,,2025-09-21T05:42:44,2025-09-21T17:50:26,0.98,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-22,31.5,24.1,27.2,0,0,38,24.5,86,3.8,0,0,,,,35.3,18.7,221.3,1009,69.5,9.5,,,,,2025-09-22T05:42:40,2025-09-22T17:49:47,0,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-23,31.5,24.5,27.3,0,0,37.7,24.5,85.7,5.7,0,0,,,,37.1,18.4,210.8,1008.8,69.3,9.4,,,,,2025-09-23T05:42:37,2025-09-23T17:49:09,0.04,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-24,31.9,24.5,27.4,0,0,38.6,24.6,85.8,0.4,0,0,,,,,20.2,210.6,1008.6,68.4,9.8,,,,,2025-09-24T05:42:34,2025-09-24T17:48:30,0.08,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-25,32,24.6,27.5,0,0,38.7,24.5,84.6,0.6,0,0,,,,48.2,20.9,219.7,1008.8,68.2,10.1,,,,,2025-09-25T05:42:30,2025-09-25T17:47:51,0.11,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-26,32.4,24.4,27.5,0,0,39.2,24.6,85.3,4.6,0,0,,,,47.2,19.4,220.9,1008.7,65.8,9.9,,,,,2025-09-26T05:42:27,2025-09-26T17:47:13,0.14,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-27,31.8,24.4,27.3,0,0,38.6,24.6,86.7,9.5,0,0,,,,51.1,19.1,212.5,1008.6,67,9.6,,,,,2025-09-27T05:42:25,2025-09-27T17:46:35,0.18,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-28,31.3,24.3,26.9,0,0,38.4,24.5,87.5,4.5,0,0,,,,27.7,18.4,202.4,1008.6,72.4,9.7,,,,,2025-09-28T05:42:22,2025-09-28T17:45:57,0.21,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-29,31.8,24.2,27.3,0,0,38.2,24.4,85.7,0.8,0,0,,,,,18,205.6,1008.4,68.8,9.6,,,,,2025-09-29T05:42:20,2025-09-29T17:45:19,0.24,Partially cloudy,,partly-cloudy-day,
BÌNH PHÚ,2025-09-30,31.3,24.3,27,0,0,37.7,24.4,86.7,6.1,0,0,,,,,19.4,226.1,1008.6,70.1,9.5,,,,,2025-09-30T05:42:17,2025-09-30T17:44:41,0.25,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-08-01,34.6,27,30.4,43.5,31.2,37.1,25.6,77.1,0.7,100,16.67,rain,0,0,40.7,27.7,239.6,1006.1,46.5,10.9,253.8,22,8,30,2025-08-01T05:41:57,2025-08-01T18:17:17,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-02,35,27.8,30.8,43.3,32.9,37.6,25.3,73.9,0.9,100,20.83,rain,0,0,30.2,24.1,239,1007.2,67.9,10.9,253.1,21.7,8,30,2025-08-02T05:42:06,2025-08-02T18:17:00,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-03,35.5,27.6,30.8,43.3,32.6,37.4,25.3,74,0.1,100,4.17,rain,0,0,30.2,22.3,231.1,1008.6,52.6,10.7,264.5,22.9,9,30,2025-08-03T05:42:15,2025-08-03T18:16:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-04,37,27.5,31.2,46,31.7,38.1,25.3,72.6,1.4,100,4.17,rain,0,0,27,18.4,223.5,1008.1,50.7,10.8,266.1,23,9,60,2025-08-04T05:42:23,2025-08-04T18:16:23,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-05,35,26.3,30.5,43.3,26.3,36.6,25.3,75.8,0.7,100,20.83,rain,0,0,28.8,24.1,217.9,1008,57.6,10.4,248.6,21.2,8,30,2025-08-05T05:42:31,2025-08-05T18:16:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-06,34,25,29.5,40.6,25,34.5,24.7,76.3,9.3,100,37.5,rain,0,0,24.8,33.5,211.5,1008.2,66.2,10.4,214.5,18.5,7,30,2025-08-06T05:42:38,2025-08-06T18:15:42,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-07,35,26,30.1,40.6,26,34.9,24.2,72.7,1.2,100,12.5,rain,0,0,24.5,19,225.5,1008.9,61.3,10.8,257.3,22.2,9,30,2025-08-07T05:42:45,2025-08-07T18:15:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-08,34,26,29.8,40.6,26,34.5,24.5,74.6,1.2,100,29.17,rain,0,0,25.2,20.6,257.5,1009.2,44.9,11.4,250.8,21.6,9,60,2025-08-08T05:42:51,2025-08-08T18:14:59,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
DƯƠNG BÁ TRẠC,2025-08-09,35,25.9,28.7,43.3,25.9,33.2,24.9,81.2,0.9,100,4.17,rain,0,0,29.5,24.1,280,1009,70.6,10.6,192.8,16.7,7,30,2025-08-09T05:42:58,2025-08-09T18:14:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-10,35,25,29.2,40.6,25,32.4,23.8,75.3,3.9,100,29.17,rain,0,0,44.6,24.1,272.7,1007.7,50.9,10.7,262.8,22.7,9,60,2025-08-10T05:43:03,2025-08-10T18:14:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-11,32,25,27.5,39.2,25,30.7,25.1,87.2,1.2,100,4.17,rain,0,0,33.1,23.2,242.9,1007.1,62.2,10.1,203.7,17.6,7,30,2025-08-11T05:43:09,2025-08-11T18:13:48,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-12,33,25,28.8,40.6,25,32.6,24.6,79.3,20.2,100,4.17,rain,0,0,31.7,20.5,248.1,1007.4,59.9,10.7,181.1,15.6,7,30,2025-08-12T05:43:14,2025-08-12T18:13:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-13,32,26,28.8,39.2,26,32.8,24.6,78.9,11.6,100,33.33,rain,0,0,37.1,29.5,260.9,1008.1,71.4,10.9,187.2,16.2,7,30,2025-08-13T05:43:18,2025-08-13T18:12:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-14,32,23,27.3,39.2,23,30.2,24.6,86,1.9,100,4.17,rain,0,0,31.7,20.5,272.9,1007.1,78.8,10.2,225.6,19.6,8,30,2025-08-14T05:43:22,2025-08-14T18:12:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-15,31,25,27.2,37.8,25,30.2,25.3,89.7,15.6,100,4.17,rain,0,0,36.4,18.4,249,1005.4,67.1,9.9,167.3,14.5,6,30,2025-08-15T05:43:26,2025-08-15T18:12:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-16,30,25,26.8,36.2,25,28.8,24.7,88.8,3.1,100,4.17,rain,0,0,46.4,27.7,253.7,1005.7,81.6,9.6,120.6,10.5,5,10,2025-08-16T05:43:29,2025-08-16T18:11:37,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-17,32,23,27.2,36.8,23,29.3,23.4,81,2.7,100,50,rain,0,0,59.4,40.7,270,1007.9,80.8,10.2,167.9,14.5,7,10,2025-08-17T05:43:32,2025-08-17T18:11:08,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-18,33,23.9,27.8,39.3,23.9,30.7,23.6,78.9,15.1,100,4.17,rain,0,0,36.4,16.6,252.5,1009.3,72.4,10.7,222.1,19.4,8,10,2025-08-18T05:43:35,2025-08-18T18:10:39,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-19,35,25,29.4,40.6,25,33.6,24.3,75.9,0.6,100,20.83,rain,0,0,31,20.5,256.8,1009.3,41.5,11.4,254.5,22.1,8,30,2025-08-19T05:43:37,2025-08-19T18:10:10,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
DƯƠNG BÁ TRẠC,2025-08-20,34,25,29.2,40.6,25,34,24.8,78.6,4,100,33.33,rain,0,0,21.2,18.4,236.3,1008.6,58.4,10.4,250,21.6,9,30,2025-08-20T05:43:39,2025-08-20T18:09:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-21,29,23.2,26,33.6,23.2,27.4,24,89.5,115.1,100,4.17,rain,0,0,44.6,24.1,195.3,1010,76.2,9.4,27.1,2.5,1,30,2025-08-21T05:43:40,2025-08-21T18:09:09,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-22,32.7,24,27.7,36.7,24,30,23.2,78,4.8,100,4.17,rain,0,0,23.4,22.3,220.5,1009.5,53.8,10.6,236.7,20.4,10,30,2025-08-22T05:43:41,2025-08-22T18:08:38,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-23,32,25,28.5,37.9,25,31.8,24.1,78.1,0.1,100,4.17,rain,0,0,36,27.7,243,1008.5,69.4,10.9,188.6,16.3,8,30,2025-08-23T05:43:42,2025-08-23T18:08:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-24,33,25,28.1,39.1,25,31.3,24.7,82.7,7.7,100,33.33,rain,0,0,43.6,25.9,248.4,1007.1,67.7,10,198.6,17.2,8,30,2025-08-24T05:43:43,2025-08-24T18:07:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
DƯƠNG BÁ TRẠC,2025-08-25,30,25,27.2,35,25,29.9,24.8,87.1,9.1,100,62.5,rain,0,0,40.7,33.5,229,1006.7,65.3,9.7,243,21,9,30,2025-08-25T05:43:43,2025-08-25T18:07:00,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,VVTS
DƯƠNG BÁ TRẠC,2025-08-26,32,23,26.8,39.1,23,28.9,24,85.5,5.8,100,37.5,rain,0,0,36,20.5,237.5,1009,81.4,9.2,238,20.4,9,30,2025-08-26T05:43:42,2025-08-26T18:06:27,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,VVTS
DƯƠNG BÁ TRẠC,2025-08-27,33.5,26,28.5,37.6,26,31.2,23.2,74.9,4.2,100,45.83,rain,0,0,43.2,22.3,260.7,1008.8,77.7,15.6,197.9,16.9,9,30,2025-08-27T05:43:42,2025-08-27T18:05:53,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,VVTS
DƯƠNG BÁ TRẠC,2025-08-28,31.6,24.3,27.2,33.6,24.3,28.1,21.5,72.5,1.1,45.2,8.33,rain,0,0,33.1,19.4,294.2,1008.8,99.5,24,177,15.2,8,10,2025-08-28T05:43:41,2025-08-28T18:05:19,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
DƯƠNG BÁ TRẠC,2025-08-29,35,24.5,29,36.4,24.5,30.5,21,64,0.3,32.3,12.5,rain,0,0,38.9,18.7,279.9,1008,88.1,24.1,237.5,20.4,10,10,2025-08-29T05:43:40,2025-08-29T18:04:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-08-30,33.6,25.8,28.5,36.6,25.8,30.3,22,69,2.3,67.7,45.83,rain,0,0,40.7,19.1,251.8,1007.3,87.5,23.6,184.8,16.1,9,10,2025-08-30T05:43:39,2025-08-30T18:04:09,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
DƯƠNG BÁ TRẠC,2025-08-31,29.9,25,26.7,34.7,25,28.2,23.3,82.3,14.9,96.8,75,rain,0,0,42.8,22,245.7,1005.8,90.6,18,181.8,15.6,8,30,2025-08-31T05:43:37,2025-08-31T18:03:33,0.25,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-01,27.2,24.9,25.8,30.1,24.9,26.5,23.3,86.1,9.8,93.5,29.17,rain,0,0,45.4,19.8,240.9,1005.6,91.8,17.6,91.9,7.8,3,10,2025-09-01T05:43:35,2025-09-01T18:02:57,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,
DƯƠNG BÁ TRẠC,2025-09-02,30.2,24.4,27.1,34.6,24.4,28.9,23.1,79.3,6.6,80.6,25,rain,0,0,44.6,23,237.2,1007.1,86.2,20.7,225.3,19.5,8,30,2025-09-02T05:43:33,2025-09-02T18:02:21,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-03,31,25.2,27.2,36.3,25.2,29.2,23.4,80,8.7,67.7,20.83,rain,0,0,39.6,20.5,241.4,1007.8,95,20.4,204.8,18,8,30,2025-09-03T05:43:31,2025-09-03T18:01:45,0.35,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-04,31.6,25.4,27.3,36.2,25.4,29.1,23.5,80.3,10,58.1,25,rain,0,0,39.4,22.7,251.2,1007.6,98.7,19.1,190.9,16.5,8,30,2025-09-04T05:43:28,2025-09-04T18:01:08,0.39,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-05,31.2,25.1,27.3,35.6,25.1,29.3,23.3,79.1,10.7,77.4,29.17,rain,0,0,41.8,23.4,261.2,1006,100,21.2,189.8,16.5,7,30,2025-09-05T05:43:26,2025-09-05T18:00:30,0.42,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-06,31.7,25.1,28,35.1,25.1,29.8,22,70.5,0.2,64.5,8.33,rain,0,0,43.2,19.4,268.6,1005.1,99.5,24.1,173.1,15,6,10,2025-09-06T05:43:23,2025-09-06T17:59:53,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain.,rain,
DƯƠNG BÁ TRẠC,2025-09-07,30.8,25.2,27.5,35.2,25.2,29.4,23,77.2,8.4,80.6,25,rain,0,0,36.7,21.6,255.1,1005.5,99.9,19.2,152.1,13.4,5,30,2025-09-07T05:43:20,2025-09-07T17:59:15,0.48,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-08,29.4,25.1,26.8,33.6,25.1,28.3,23.2,81.2,9.1,71,25,rain,0,0,46.1,25.2,256.1,1006,100,21.5,191.3,16.5,6,30,2025-09-08T05:43:17,2025-09-08T17:58:37,0.5,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-09,28.3,24.9,26.4,32,24.9,27.6,23.3,83.6,9.8,77.4,33.33,rain,0,0,42.8,21.2,256.4,1005.5,98.1,17.8,102.4,8.7,3,30,2025-09-09T05:43:13,2025-09-09T17:57:59,0.55,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-10,29.2,24.8,26.6,34.1,24.8,28.2,23.5,83.5,7.4,67.7,25,rain,0,0,47.5,27,258.2,1003.4,99.8,19.9,158.8,13.9,5,30,2025-09-10T05:43:10,2025-09-10T17:57:21,0.59,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
DƯƠNG BÁ TRẠC,2025-09-11,32,24.2,27.3,0,0,38.8,24.3,85.1,3.4,0,0,,,,50,21.6,230.8,1008.6,67.3,10.2,,,,,2025-09-11T05:43:06,2025-09-11T17:56:42,0.62,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-12,31.9,24.3,27.2,0,0,38.6,24.4,85.6,5.4,0,0,,,,50,22.3,240.1,1009,69.3,10.3,,,,,2025-09-12T05:43:03,2025-09-12T17:56:03,0.66,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-13,31.8,24.3,27.3,0,0,38.6,24.3,85.1,5.3,0,0,,,,34.6,21.6,222.3,1008.9,70.4,10.2,,,,,2025-09-13T05:42:59,2025-09-13T17:55:25,0.69,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-14,31.9,24.2,27.2,0,0,38.8,24.4,85.9,20.6,0,0,,,,49.3,21.2,235.7,1008.6,69.7,10,,,,,2025-09-14T05:42:56,2025-09-14T17:54:46,0.75,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-15,31.8,24.4,27.3,0,0,38.3,24.4,85.5,12.7,0,0,,,,50,22,231.7,1008.2,71.4,10.2,,,,,2025-09-15T05:42:52,2025-09-15T17:54:07,0.76,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-16,31.4,24.5,27.2,0,0,38,24.5,86.4,12,0,0,,,,,21.2,224.3,1008.2,71.8,10.2,,,,,2025-09-16T05:42:48,2025-09-16T17:53:28,0.8,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-17,31.9,24.2,27.5,0,0,38.7,24.5,84.7,6.3,0,0,,,,,21.2,231.2,1008.6,71.4,10.4,,,,,2025-09-17T05:42:44,2025-09-17T17:52:49,0.84,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-18,31.7,24.1,27.3,0,0,38.7,24.6,85.7,6.8,0,0,,,,48.2,22,210.6,1008.9,70.6,10,,,,,2025-09-18T05:42:41,2025-09-18T17:52:09,0.87,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-19,32.2,24.3,27.3,0,0,39,24.3,84.7,6.7,0,0,,,,42.8,19.8,217.3,1009.1,67.9,13.5,,,,,2025-09-19T05:42:37,2025-09-19T17:51:30,0.91,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-20,32,24.2,27.2,0,0,38.9,24.5,86.2,9.5,0,0,,,,47.5,20.2,225.8,1009.4,72.4,10.1,,,,,2025-09-20T05:42:33,2025-09-20T17:50:51,0.94,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-21,31.5,24.1,27,0,0,38.1,24.5,87.4,13.2,0,0,,,,,19.1,212.6,1009.4,73.6,9.8,,,,,2025-09-21T05:42:30,2025-09-21T17:50:12,0.98,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-22,31.4,24,27.2,0,0,37.9,24.5,86.2,5.7,0,0,,,,,18.4,216.7,1009.1,70.8,9.8,,,,,2025-09-22T05:42:26,2025-09-22T17:49:33,0,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-23,31.6,24.5,27.4,0,0,37.9,24.5,85.6,11.7,0,0,,,,37.1,18.4,202.2,1008.9,68.8,9.8,,,,,2025-09-23T05:42:23,2025-09-23T17:48:54,0.04,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-24,31.9,24.5,27.5,0,0,38.7,24.6,85.5,2.3,0,0,,,,,20.9,205.9,1008.7,67.5,10.2,,,,,2025-09-24T05:42:19,2025-09-24T17:48:16,0.08,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-25,32.1,24.6,27.6,0,0,38.9,24.5,84.2,5.5,0,0,,,,48.2,20.9,220.3,1008.9,67.9,10.5,,,,,2025-09-25T05:42:16,2025-09-25T17:47:37,0.11,Partially cloudy,,partly-cloudy-day,
DƯƠNG BÁ TRẠC,2025-09-26,32.4,24.3,27.6,0,0,39.4,24.6,84.8,10.6,0,0,,,,47.2,19.8,220.3,1008.8,64.8,10.3,,,,,2025-09-26T05:42:13,2025-09-26T17:46:59,0.14,Partially cloudy,,partly-cloudy-day,
